date,key,value
2005,electronica,0
2005,new age,0
2005,00s,1
2005,breakbeat,0
2005,piano rock,0
2005,drum and bass,0
2005,soca,0
2005,dub,0
2005,post-punk,0
2005,eurobeat,0
2005,hard rock,2
2005,hardcore,0
2005,funk,0
2005,grime,0
2005,electro house,0
2005,uk garage,0
2005,ska,0
2005,synthpop,0
2005,electro,0
2005,70s,0
2005,new wave,0
2005,ambient,0
2005,folk rock,0
2005,ballad,0
2005,alternative dance,0
2005,club,0
2005,teen pop,2
2005,progressive trance,0
2005,dance pop,1
2005,jazz fusion,0
2005,alternative,1
2005,rap rock,1
2005,crunk,0
2005,disco,0
2005,pop rock,2
2005,male vocalist,0
2005,hip house,0
2005,heavy metal,0
2005,new jack swing,0
2005,50s,0
2005,electropop,0
2005,bluegrass,0
2005,motown,0
2005,metal,0
2005,country music,0
2005,rockabilly,0
2005,nu metal,0
2005,celtic,0
2005,ambient house,0
2005,alternative metal,0
2005,world music,0
2005,melodic rock,0
2005,latin freestyle,0
2005,reggaeton,0
2005,trip hop,0
2005,classical,0
2005,hardcore punk,0
2005,soft rock,0
2005,pop punk,0
2005,boy band,0
2005,pub rock,0
2005,folktronica,0
2005,gospel,0
2005,southern rock,0
2005,rock 'n roll,0
2005,swing,0
2005,opera,0
2005,disco house,0
2005,rap metal,0
2005,italian dance,0
2005,downtempo,1
2005,roots rock,0
2005,funk rock,0
2006,trance,0
2006,pop,64
2006,rock,28
2006,dance,10
2006,j pop,0
2006,hip hop,6
2006,r&b,21
2006,rap,6
2006,na,0
2006,latin,2
2006,singer-songwriter,5
2006,dubstep,0
2006,soul,4
2006,emo,3
2006,electronic,0
2006,dancehall,1
2006,children music,0
2006,country,2
2006,80s,1
2006,90s,0
2006,eurodance,1
2006,easy listening,0
2006,techno,0
2006,reggae,1
2006,soundtrack,0
2006,folk,0
2006,alternative rock,2
2006,comedy,0
2006,shibuya-kei,0
2006,blues,1
2006,symphony,0
2006,house,3
2006,punk,2
2006,indie rock,4
2006,europop,0
2006,grunge,0
2006,power pop,0
2006,jazz,1
2006,british pop,0
2006,adult contemporary,1
2006,electronica,0
2006,new age,0
2006,00s,0
2006,breakbeat,0
2006,piano rock,0
2006,drum and bass,0
2006,soca,0
2006,dub,0
2006,post-punk,0
2006,eurobeat,0
2006,hard rock,4
2006,hardcore,0
2006,funk,1
2006,grime,0
2006,electro house,0
2006,uk garage,0
2006,ska,0
2006,synthpop,0
2006,electro,0
2006,70s,0
2006,new wave,0
2006,ambient,0
2006,folk rock,0
2006,ballad,2
2006,alternative dance,0
2006,club,0
2006,teen pop,2
2006,progressive trance,0
2006,dance pop,5
2006,jazz fusion,1
2006,alternative,0
2006,rap rock,0
2006,crunk,0
2006,disco,0
2006,pop rock,4
2006,male vocalist,0
2006,hip house,0
2006,heavy metal,0
2006,new jack swing,0
2006,50s,0
2006,electropop,0
2006,bluegrass,1
2006,motown,0
2006,metal,0
2006,country music,0
2006,rockabilly,0
2006,nu metal,0
2006,celtic,0
2006,ambient house,0
2006,alternative metal,0
2006,world music,0
2006,melodic rock,0
2006,latin freestyle,0
2006,reggaeton,1
2006,trip hop,0
2006,classical,0
2006,hardcore punk,1
2006,soft rock,0
2006,pop punk,1
2006,boy band,1
2006,pub rock,0
2006,folktronica,0
2006,gospel,0
2006,southern rock,0
2006,rock 'n roll,0
2006,swing,0
2006,opera,1
2006,disco house,1
2006,rap metal,0
2006,italian dance,0
2006,downtempo,0
2006,roots rock,0
2006,funk rock,1
2007,trance,0
2007,pop,61
2007,rock,40
2007,dance,16
2007,j pop,0
2007,hip hop,7
2007,r&b,23
2007,rap,3
2007,na,0
2007,latin,0
2007,singer-songwriter,5
2007,dubstep,0
2007,soul,1
2007,emo,3
2007,electronic,0
2007,dancehall,0
2007,children music,0
2007,country,1
2007,80s,0
2007,90s,0
2007,eurodance,0
2007,easy listening,0
2007,techno,1
2007,reggae,1
2007,soundtrack,1
2007,folk,2
2007,alternative rock,2
2007,comedy,0
2007,shibuya-kei,0
2007,blues,0
2007,symphony,0
2007,house,5
2007,punk,0
2007,indie rock,2
2007,europop,0
2007,grunge,2
2007,power pop,0
2007,jazz,1
2007,british pop,0
2007,adult contemporary,1
2007,electronica,0
2007,new age,0
2007,00s,0
2007,breakbeat,0
2007,piano rock,0
2007,drum and bass,0
2007,soca,0
2007,dub,0
2007,post-punk,0
2007,eurobeat,0
2007,hard rock,4
2007,hardcore,0
2007,funk,0
2007,grime,0
2007,electro house,0
2007,uk garage,0
2007,ska,0
2007,synthpop,0
2007,electro,2
2007,70s,0
2007,new wave,0
2007,ambient,0
2007,folk rock,0
2007,ballad,1
2007,alternative dance,0
2007,club,1
2007,teen pop,0
2007,progressive trance,0
2007,dance pop,0
2007,jazz fusion,1
2007,alternative,0
2007,rap rock,2
2007,crunk,0
2007,disco,0
2007,pop rock,0
2007,male vocalist,1
2007,hip house,0
2007,heavy metal,0
2007,new jack swing,0
2007,50s,0
2007,electropop,0
2007,bluegrass,1
2007,motown,0
2007,metal,0
2007,country music,0
2007,rockabilly,0
2007,nu metal,1
2007,celtic,0
2007,ambient house,0
2007,alternative metal,0
2007,world music,0
2007,melodic rock,0
2007,latin freestyle,0
2007,reggaeton,0
2007,trip hop,0
2007,classical,0
2007,hardcore punk,0
2007,soft rock,0
2007,pop punk,3
2007,boy band,0
2007,pub rock,0
2007,folktronica,0
2007,gospel,0
2007,southern rock,0
2007,rock 'n roll,0
2007,swing,1
2007,opera,0
2007,disco house,0
2007,rap metal,0
2007,italian dance,0
2007,downtempo,0
2007,roots rock,0
2007,funk rock,0
2008,trance,0
2008,pop,63
2008,rock,33
2008,dance,15
2008,j pop,0
2008,hip hop,4
2008,r&b,22
2008,rap,7
2008,na,0
2008,latin,0
2008,singer-songwriter,4
2008,dubstep,0
2008,soul,5
2008,emo,1
2008,electronic,5
2008,dancehall,0
2008,children music,0
2008,country,3
2008,80s,0
2008,90s,0
2008,eurodance,0
2008,easy listening,0
2008,techno,1
2008,reggae,0
2008,soundtrack,0
2008,folk,1
2008,alternative rock,2
2008,comedy,0
2008,shibuya-kei,0
2008,blues,0
2008,symphony,0
2008,house,3
2008,punk,1
2008,indie rock,2
2008,europop,0
2008,grunge,0
2008,power pop,0
2008,jazz,0
2008,british pop,0
2008,adult contemporary,0
2008,electronica,0
2008,new age,0
2008,00s,0
2008,breakbeat,0
2008,piano rock,0
2008,drum and bass,0
2008,soca,0
2008,dub,0
2008,post-punk,0
2008,eurobeat,0
2008,hard rock,3
2008,hardcore,0
2008,funk,1
2008,grime,1
2008,electro house,0
2008,uk garage,0
2008,ska,0
2008,synthpop,0
2008,electro,0
2008,70s,0
2008,new wave,0
2008,ambient,0
2008,folk rock,0
2008,ballad,0
2008,alternative dance,0
2008,club,0
2008,teen pop,0
2008,progressive trance,0
2008,dance pop,2
2008,jazz fusion,1
2008,alternative,0
2008,rap rock,0
2008,crunk,0
2008,disco,0
2008,pop rock,1
2008,male vocalist,1
2008,hip house,0
2008,heavy metal,0
2008,new jack swing,0
2008,50s,0
2008,electropop,0
2008,bluegrass,0
2008,motown,0
2008,metal,0
2008,country music,0
2008,rockabilly,0
2008,nu metal,1
2008,celtic,0
2008,ambient house,0
2008,alternative metal,0
2008,world music,0
2008,melodic rock,0
2008,latin freestyle,0
2008,reggaeton,0
2008,trip hop,0
2008,classical,0
2008,hardcore punk,0
2008,soft rock,1
2008,pop punk,2
2008,boy band,0
2008,pub rock,0
2008,folktronica,0
2008,gospel,0
2008,southern rock,2
2008,rock 'n roll,0
2008,swing,0
2008,opera,0
2008,disco house,0
2008,rap metal,0
2008,italian dance,0
2008,downtempo,0
2008,roots rock,0
2008,funk rock,0
2009,trance,0
2009,pop,64
2009,rock,29
2009,dance,17
2009,j pop,0
2009,hip hop,10
2009,r&b,15
2009,rap,12
2009,na,0
2009,latin,0
2009,singer-songwriter,2
2009,dubstep,0
2009,soul,2
2009,emo,3
2009,electronic,3
2009,dancehall,0
2009,children music,0
2009,country,4
2009,80s,1
2009,90s,0
2009,eurodance,1
2009,easy listening,0
2009,techno,0
2009,reggae,0
2009,soundtrack,2
2009,folk,1
2009,alternative rock,0
2009,comedy,1
2009,shibuya-kei,0
2009,blues,0
2009,symphony,0
2009,house,4
2009,punk,2
2009,indie rock,2
2009,europop,0
2009,grunge,0
2009,power pop,0
2009,jazz,0
2009,british pop,0
2009,adult contemporary,0
2009,electronica,0
2009,new age,0
2009,00s,0
2009,breakbeat,0
2009,piano rock,0
2009,drum and bass,0
2009,soca,0
2009,dub,0
2009,post-punk,0
2009,eurobeat,0
2009,hard rock,2
2009,hardcore,0
2009,funk,0
2009,grime,0
2009,electro house,0
2009,uk garage,0
2009,ska,0
2009,synthpop,1
2009,electro,0
2009,70s,0
2009,new wave,0
2009,ambient,0
2009,folk rock,0
2009,ballad,0
2009,alternative dance,0
2009,club,0
2009,teen pop,0
2009,progressive trance,0
2009,dance pop,1
2009,jazz fusion,0
2009,alternative,1
2009,rap rock,0
2009,crunk,2
2009,disco,0
2009,pop rock,1
2009,male vocalist,0
2009,hip house,0
2009,heavy metal,0
2009,new jack swing,0
2009,50s,0
2009,electropop,2
2009,bluegrass,1
2009,motown,0
2009,metal,0
2009,country music,0
2009,rockabilly,0
2009,nu metal,1
2009,celtic,0
2009,ambient house,0
2009,alternative metal,0
2009,world music,0
2009,melodic rock,0
2009,latin freestyle,0
2009,reggaeton,0
2009,trip hop,0
2009,classical,1
2009,hardcore punk,0
2009,soft rock,0
2009,pop punk,0
2009,boy band,0
2009,pub rock,0
2009,folktronica,0
2009,gospel,0
2009,southern rock,2
2009,rock 'n roll,0
2009,swing,0
2009,opera,0
2009,disco house,0
2009,rap metal,0
2009,italian dance,0
2009,downtempo,0
2009,roots rock,0
2009,funk rock,0
2010,trance,0
2010,pop,63
2010,rock,15
2010,dance,18
2010,j pop,0
2010,hip hop,11
2010,r&b,23
2010,rap,15
2010,na,0
2010,latin,2
2010,singer-songwriter,1
2010,dubstep,0
2010,soul,2
2010,emo,1
2010,electronic,3
2010,dancehall,0
2010,children music,0
2010,country,5
2010,80s,0
2010,90s,0
2010,eurodance,0
2010,easy listening,0
2010,techno,0
2010,reggae,1
2010,soundtrack,0
2010,folk,2
2010,alternative rock,2
2010,comedy,1
2010,shibuya-kei,0
2010,blues,0
2010,symphony,0
2010,house,4
2010,punk,0
2010,indie rock,5
2010,europop,0
2010,grunge,0
2010,power pop,0
2010,jazz,1
2010,british pop,0
2010,adult contemporary,0
2010,electronica,0
2010,new age,0
2010,00s,0
2010,breakbeat,0
2010,piano rock,0
2010,drum and bass,0
2010,soca,0
2010,dub,0
2010,post-punk,0
2010,eurobeat,0
2010,hard rock,0
2010,hardcore,0
2010,funk,0
2010,grime,0
2010,electro house,0
2010,uk garage,0
2010,ska,0
2010,synthpop,1
2010,electro,0
2010,70s,0
2010,new wave,0
2010,ambient,0
2010,folk rock,0
2010,ballad,0
2010,alternative dance,0
2010,club,1
2010,teen pop,0
2010,progressive trance,0
2010,dance pop,0
2010,jazz fusion,0
2010,alternative,2
2010,rap rock,0
2010,crunk,2
2010,disco,0
2010,pop rock,0
2010,male vocalist,0
2010,hip house,0
2010,heavy metal,0
2010,new jack swing,0
2010,50s,0
2010,electropop,0
2010,bluegrass,1
2010,motown,0
2010,metal,0
2010,country music,0
2010,rockabilly,0
2010,nu metal,0
2010,celtic,0
2010,ambient house,0
2010,alternative metal,0
2010,world music,0
2010,melodic rock,0
2010,latin freestyle,0
2010,reggaeton,0
2010,trip hop,0
2010,classical,0
2010,hardcore punk,0
2010,soft rock,0
2010,pop punk,1
2010,boy band,0
2010,pub rock,0
2010,folktronica,0
2010,gospel,0
2010,southern rock,0
2010,rock 'n roll,0
2010,swing,1
2010,opera,0
2010,disco house,0
2010,rap metal,0
2010,italian dance,0
2010,downtempo,0
2010,roots rock,0
2010,funk rock,0
2011,trance,0
2011,pop,59
2011,rock,11
2011,dance,27
2011,j pop,0
2011,hip hop,8
2011,r&b,33
2011,rap,11
2011,na,0
2011,latin,1
2011,singer-songwriter,1
2011,dubstep,0
2011,soul,6
2011,emo,0
2011,electronic,2
2011,dancehall,0
2011,children music,0
2011,country,0
2011,80s,0
2011,90s,0
2011,eurodance,1
2011,easy listening,0
2011,techno,0
2011,reggae,1
2011,soundtrack,0
2011,folk,1
2011,alternative rock,0
2011,comedy,0
2011,shibuya-kei,0
2011,blues,0
2011,symphony,0
2011,house,7
2011,punk,0
2011,indie rock,1
2011,europop,0
2011,grunge,0
2011,power pop,1
2011,jazz,0
2011,british pop,0
2011,adult contemporary,0
2011,electronica,0
2011,new age,0
2011,00s,0
2011,breakbeat,0
2011,piano rock,0
2011,drum and bass,0
2011,soca,0
2011,dub,0
2011,post-punk,0
2011,eurobeat,0
2011,hard rock,0
2011,hardcore,0
2011,funk,1
2011,grime,0
2011,electro house,0
2011,uk garage,0
2011,ska,0
2011,synthpop,0
2011,electro,3
2011,70s,0
2011,new wave,0
2011,ambient,0
2011,folk rock,0
2011,ballad,0
2011,alternative dance,0
2011,club,0
2011,teen pop,0
2011,progressive trance,0
2011,dance pop,0
2011,jazz fusion,0
2011,alternative,1
2011,rap rock,1
2011,crunk,0
2011,disco,2
2011,pop rock,0
2011,male vocalist,0
2011,hip house,0
2011,heavy metal,0
2011,new jack swing,0
2011,50s,0
2011,electropop,0
2011,bluegrass,0
2011,motown,0
2011,metal,0
2011,country music,0
2011,rockabilly,0
2011,nu metal,0
2011,celtic,0
2011,ambient house,0
2011,alternative metal,0
2011,world music,0
2011,melodic rock,0
2011,latin freestyle,0
2011,reggaeton,0
2011,trip hop,0
2011,classical,0
2011,hardcore punk,0
2011,soft rock,0
2011,pop punk,0
2011,boy band,1
2011,pub rock,0
2011,folktronica,0
2011,gospel,0
2011,southern rock,0
2011,rock 'n roll,0
2011,swing,0
2011,opera,0
2011,disco house,0
2011,rap metal,0
2011,italian dance,0
2011,downtempo,0
2011,roots rock,0
2011,funk rock,0
2012,trance,0
2012,pop,56
2012,rock,14
2012,dance,16
2012,j pop,0
2012,hip hop,12
2012,r&b,30
2012,rap,13
2012,na,0
2012,latin,0
2012,singer-songwriter,3
2012,dubstep,1
2012,soul,6
2012,emo,0
2012,electronic,3
2012,dancehall,0
2012,children music,0
2012,country,2
2012,80s,0
2012,90s,0
2012,eurodance,0
2012,easy listening,0
2012,techno,0
2012,reggae,0
2012,soundtrack,1
2012,folk,6
2012,alternative rock,0
2012,comedy,0
2012,shibuya-kei,0
2012,blues,1
2012,symphony,0
2012,house,4
2012,punk,0
2012,indie rock,5
2012,europop,0
2012,grunge,0
2012,power pop,0
2012,jazz,1
2012,british pop,0
2012,adult contemporary,1
2012,electronica,0
2012,new age,0
2012,00s,0
2012,breakbeat,0
2012,piano rock,0
2012,drum and bass,1
2012,soca,0
2012,dub,0
2012,post-punk,0
2012,eurobeat,0
2012,hard rock,0
2012,hardcore,0
2012,funk,0
2012,grime,0
2012,electro house,0
2012,uk garage,0
2012,ska,0
2012,synthpop,0
2012,electro,2
2012,70s,0
2012,new wave,0
2012,ambient,0
2012,folk rock,0
2012,ballad,0
2012,alternative dance,0
2012,club,0
2012,teen pop,0
2012,progressive trance,0
2012,dance pop,0
2012,jazz fusion,0
2012,alternative,2
2012,rap rock,2
2012,crunk,0
2012,disco,2
2012,pop rock,0
2012,male vocalist,0
2012,hip house,0
2012,heavy metal,0
2012,new jack swing,0
2012,50s,0
2012,electropop,0
2012,bluegrass,1
2012,motown,0
2012,metal,0
2012,country music,0
2012,rockabilly,0
2012,nu metal,0
2012,celtic,0
2012,ambient house,0
2012,alternative metal,0
2012,world music,0
2012,melodic rock,0
2012,latin freestyle,0
2012,reggaeton,0
2012,trip hop,0
2012,classical,0
2012,hardcore punk,0
2012,soft rock,0
2012,pop punk,0
2012,boy band,3
2012,pub rock,0
2012,folktronica,0
2012,gospel,0
2012,southern rock,0
2012,rock 'n roll,0
2012,swing,0
2012,opera,0
2012,disco house,0
2012,rap metal,0
2012,italian dance,0
2012,downtempo,0
2012,roots rock,0
2012,funk rock,0
2013,trance,1
2013,pop,57
2013,rock,10
2013,dance,19
2013,j pop,0
2013,hip hop,10
2013,r&b,26
2013,rap,10
2013,na,0
2013,latin,0
2013,singer-songwriter,3
2013,dubstep,0
2013,soul,4
2013,emo,1
2013,electronic,9
2013,dancehall,0
2013,children music,0
2013,country,4
2013,80s,0
2013,90s,0
2013,eurodance,0
2013,easy listening,0
2013,techno,1
2013,reggae,1
2013,soundtrack,0
2013,folk,6
2013,alternative rock,2
2013,comedy,1
2013,shibuya-kei,0
2013,blues,0
2013,symphony,0
2013,house,8
2013,punk,0
2013,indie rock,7
2013,europop,0
2013,grunge,0
2013,power pop,0
2013,jazz,0
2013,british pop,0
2013,adult contemporary,0
2013,electronica,0
2013,new age,0
2013,00s,0
2013,breakbeat,0
2013,piano rock,0
2013,drum and bass,0
2013,soca,0
2013,dub,0
2013,post-punk,0
2013,eurobeat,0
2013,hard rock,0
2013,hardcore,0
2013,funk,0
2013,grime,0
2013,electro house,1
2013,uk garage,0
2013,ska,0
2013,synthpop,0
2013,electro,0
2013,70s,0
2013,new wave,0
2013,ambient,0
2013,folk rock,1
2013,ballad,0
2013,alternative dance,0
2013,club,0
2013,teen pop,0
2013,progressive trance,1
2013,dance pop,0
2013,jazz fusion,0
2013,alternative,2
2013,rap rock,0
2013,crunk,0
2013,disco,1
2013,pop rock,1
2013,male vocalist,0
2013,hip house,0
2013,heavy metal,0
2013,new jack swing,0
2013,50s,0
2013,electropop,0
2013,bluegrass,1
2013,motown,0
2013,metal,0
2013,country music,0
2013,rockabilly,0
2013,nu metal,0
2013,celtic,0
2013,ambient house,0
2013,alternative metal,0
2013,world music,0
2013,melodic rock,0
2013,latin freestyle,0
2013,reggaeton,0
2013,trip hop,2
2013,classical,0
2013,hardcore punk,0
2013,soft rock,0
2013,pop punk,0
2013,boy band,3
2013,pub rock,0
2013,folktronica,1
2013,gospel,0
2013,southern rock,0
2013,rock 'n roll,0
2013,swing,0
2013,opera,0
2013,disco house,0
2013,rap metal,0
2013,italian dance,0
2013,downtempo,0
2013,roots rock,0
2013,funk rock,0
